delivery_id,distance_km,package_weight_kg,vehicle_type,traffic_level,weather_condition,driver_experience_years,delivery_hour,delivery_time_minutes,delay_status,delayed,is_peak_hour,heavy_package,distance_category,driver_experience_level
DLV293,6.0,2,Bike,High,Rainy,5,15,55.5,0,0,0,0,Medium,Intermediate
DLV294,23.0,10,Van,Low,Stormy,5,6,91.5,1,1,0,0,Long,Intermediate
DLV295,4.0,5,Bike,High,Clear,7,8,59.5,0,0,1,0,Short,Experienced
DLV296,23.0,10,Van,High,Rainy,1,13,100.5,1,1,0,0,Long,Beginner
DLV297,11.0,1,Truck,Medium,Stormy,0,13,76.0,1,0,0,0,Medium,Beginner
DLV298,24.0,6,Truck,Medium,Foggy,3,20,88.5,1,0,0,0,Long,Intermediate
DLV299,27.0,13,Truck,Low,Foggy,6,12,92.0,1,1,0,0,Long,Experienced
DLV300,17.0,15,Van,Low,Rainy,10,16,74.0,1,0,1,0,Medium,Experienced
DLV301,6.0,4,Truck,Low,Foggy,9,12,29.5,0,0,0,0,Medium,Experienced
DLV302,24.0,13,Bike,Medium,Clear,2,9,80.0,1,0,1,0,Long,Intermediate
DLV303,5.0,20,Truck,Low,Stormy,2,17,86.0,1,0,1,0,Short,Intermediate
DLV304,20.0,15,Truck,Low,Clear,4,11,66.0,0,0,0,0,Medium,Intermediate
DLV305,2.0,8,Truck,Low,Clear,4,19,26.0,0,0,0,0,Short,Intermediate
DLV306,6.0,5,Bike,Medium,Foggy,9,17,62.5,0,0,1,0,Medium,Experienced
DLV307,22.0,15,Van,High,Clear,2,16,115.0,1,1,1,0,Long,Intermediate
DLV308,11.0,4,Bike,Low,Foggy,8,10,40.0,0,0,0,0,Medium,Experienced
DLV309,16.0,12,Van,High,Stormy,3,19,109.5,1,1,0,0,Medium,Intermediate
DLV310,16.0,13,Van,Low,Stormy,2,21,78.0,1,0,0,0,Medium,Intermediate
DLV311,1.0,2,Truck,High,Clear,10,18,43.0,0,0,1,0,Short,Experienced
DLV312,9.0,19,Van,Medium,Rainy,1,9,70.5,1,0,1,0,Medium,Beginner
DLV313,28.0,19,Bike,Medium,Foggy,9,16,112.5,1,1,1,0,Long,Experienced
DLV314,27.0,4,Bike,Low,Foggy,10,22,72.0,1,0,0,0,Long,Experienced
DLV315,6.0,4,Van,High,Clear,8,12,45.0,0,0,0,0,Medium,Experienced
DLV316,16.0,11,Truck,Medium,Foggy,3,19,82.5,1,0,0,0,Medium,Intermediate
DLV317,29.0,5,Truck,Low,Foggy,2,16,109.0,1,1,1,0,Long,Intermediate
DLV318,3.0,20,Bike,Low,Rainy,6,14,44.0,0,0,0,0,Short,Experienced
DLV319,20.0,11,Truck,Medium,Rainy,7,18,91.5,1,1,1,0,Medium,Experienced
DLV320,28.0,10,Van,Medium,Clear,10,16,93.0,1,1,1,0,Long,Experienced
DLV321,27.0,8,Van,Low,Rainy,1,20,88.5,1,0,0,0,Long,Beginner
DLV322,4.0,6,Bike,High,Clear,6,6,44.0,0,0,0,0,Short,Experienced
DLV323,19.0,6,Van,High,Stormy,4,9,102.0,1,1,1,0,Medium,Intermediate
DLV324,26.0,8,Bike,High,Clear,10,19,90.0,1,0,0,0,Long,Experienced
DLV325,3.0,15,Van,Low,Stormy,4,19,59.0,0,0,0,0,Short,Intermediate
DLV326,19.0,14,Bike,Medium,Clear,2,8,87.0,1,0,1,0,Medium,Intermediate
DLV327,20.0,11,Truck,Low,Foggy,4,22,78.0,1,0,0,0,Medium,Intermediate
DLV328,7.0,12,Van,Medium,Rainy,1,8,73.5,1,0,1,0,Medium,Beginner
DLV329,20.0,13,Van,High,Stormy,3,21,109.5,1,1,0,0,Medium,Intermediate
DLV330,9.0,8,Bike,High,Clear,5,19,62.5,0,0,0,0,Medium,Intermediate
DLV331,1.0,18,Bike,Medium,Rainy,0,18,72.0,1,0,1,0,Short,Beginner
DLV332,8.0,1,Van,Medium,Clear,9,20,29.5,0,0,0,0,Medium,Experienced
DLV333,7.0,15,Bike,Low,Rainy,3,19,51.5,0,0,0,0,Medium,Intermediate
DLV334,18.0,8,Van,High,Rainy,5,11,83.5,1,0,0,0,Medium,Intermediate
DLV335,8.0,11,Truck,Low,Clear,8,15,28.0,0,0,0,0,Medium,Experienced
DLV336,1.0,12,Bike,Low,Stormy,10,20,38.0,0,0,0,0,Short,Experienced
DLV337,11.0,12,Van,Low,Stormy,10,11,59.0,0,0,0,0,Medium,Experienced
DLV338,28.0,4,Truck,High,Foggy,1,15,108.5,1,1,0,0,Long,Beginner
DLV339,25.0,16,Truck,Low,Rainy,10,12,74.0,1,0,0,0,Long,Experienced
DLV340,25.0,4,Van,Low,Foggy,6,22,80.0,1,0,0,0,Long,Experienced
DLV341,18.0,5,Bike,Low,Foggy,5,22,67.5,0,0,0,0,Medium,Intermediate
DLV342,23.0,5,Van,Low,Clear,1,14,63.5,0,0,0,0,Long,Beginner
DLV343,30.0,8,Truck,Low,Clear,7,15,73.5,1,0,0,0,Long,Experienced
DLV344,10.0,10,Van,Low,Clear,6,15,35.0,0,0,0,0,Medium,Experienced
DLV345,3.0,17,Bike,High,Rainy,10,12,53.0,0,0,0,0,Short,Experienced
DLV346,7.0,9,Truck,Low,Clear,4,21,37.0,0,0,0,0,Medium,Intermediate
DLV347,28.0,19,Van,Medium,Clear,4,11,95.0,1,1,0,0,Long,Intermediate
DLV348,16.0,14,Bike,Low,Rainy,6,6,64.0,0,0,0,0,Medium,Experienced
DLV349,26.0,8,Truck,Low,Rainy,8,6,74.0,1,0,0,0,Long,Experienced
DLV350,16.0,9,Bike,High,Stormy,10,17,111.0,1,1,1,0,Medium,Experienced
DLV351,25.0,11,Truck,High,Clear,8,7,102.0,1,1,1,0,Long,Experienced
DLV352,20.0,1,Van,Medium,Clear,8,9,56.0,0,0,1,0,Medium,Experienced
DLV353,28.0,14,Bike,Medium,Clear,5,22,86.5,1,0,0,0,Long,Intermediate
DLV354,17.0,5,Truck,High,Stormy,9,9,94.5,1,1,1,0,Medium,Experienced
DLV355,2.0,14,Bike,High,Clear,5,16,68.5,0,0,1,0,Short,Intermediate
DLV356,1.0,4,Bike,Low,Stormy,2,9,47.0,0,0,1,0,Short,Intermediate
DLV357,16.0,1,Van,High,Foggy,0,6,87.0,1,0,0,0,Medium,Beginner
DLV358,30.0,19,Bike,Medium,Stormy,6,12,115.0,1,1,0,0,Long,Experienced
DLV359,12.0,8,Truck,Low,Foggy,3,14,60.5,0,0,0,0,Medium,Intermediate
DLV360,5.0,15,Truck,Medium,Clear,0,8,64.0,0,0,1,0,Short,Beginner
DLV361,5.0,15,Truck,Low,Foggy,7,13,44.5,0,0,0,0,Short,Experienced
DLV362,27.0,9,Truck,High,Stormy,5,9,118.5,1,1,1,0,Long,Intermediate
DLV363,23.0,9,Van,Medium,Rainy,5,16,97.5,1,1,1,0,Long,Intermediate
DLV364,9.0,10,Bike,Low,Foggy,1,19,58.5,0,0,0,0,Medium,Beginner
DLV365,9.0,20,Van,Low,Foggy,0,21,65.0,0,0,0,0,Medium,Beginner
DLV366,3.0,9,Bike,High,Clear,1,8,67.5,0,0,1,0,Short,Beginner
DLV367,19.0,3,Bike,High,Stormy,3,20,97.5,1,1,0,0,Medium,Intermediate
DLV368,16.0,20,Bike,High,Foggy,1,9,101.5,1,1,1,0,Medium,Beginner
DLV369,16.0,11,Van,Medium,Foggy,0,10,84.0,1,0,0,0,Medium,Beginner
DLV370,3.0,6,Bike,Low,Foggy,6,22,37.0,0,0,0,0,Short,Experienced
DLV371,20.0,2,Van,High,Foggy,10,12,86.0,1,0,0,0,Medium,Experienced
DLV372,24.0,7,Truck,Medium,Rainy,10,21,80.0,1,0,0,0,Long,Experienced
DLV373,22.0,18,Truck,Medium,Stormy,7,19,105.5,1,1,0,0,Long,Experienced
DLV374,24.0,2,Bike,Medium,Clear,5,21,67.5,0,0,0,0,Long,Intermediate
DLV375,1.0,17,Van,High,Clear,3,12,52.5,0,0,0,0,Short,Intermediate
DLV376,24.0,11,Truck,High,Rainy,5,14,100.5,1,1,0,0,Long,Intermediate
DLV377,20.0,12,Van,Low,Stormy,2,9,84.0,1,0,1,0,Medium,Intermediate
DLV378,11.0,19,Van,Low,Foggy,7,16,76.5,1,0,1,0,Medium,Experienced
DLV379,17.0,7,Bike,High,Rainy,9,7,94.5,1,1,1,0,Medium,Experienced
DLV380,8.0,20,Truck,Medium,Stormy,1,17,102.5,1,1,1,0,Medium,Beginner
DLV381,4.0,6,Bike,Medium,Foggy,4,17,65.0,0,0,1,0,Short,Intermediate
DLV382,6.0,1,Bike,Medium,Rainy,0,9,47.0,0,0,1,0,Medium,Beginner
DLV383,8.0,17,Truck,Low,Stormy,5,12,62.5,0,0,0,0,Medium,Intermediate
DLV384,20.0,11,Truck,Medium,Clear,1,6,78.5,1,0,0,0,Medium,Beginner
DLV385,30.0,18,Van,Low,Clear,3,18,108.5,1,1,1,0,Long,Intermediate
DLV386,3.0,17,Truck,Low,Stormy,5,11,58.5,0,0,0,0,Short,Intermediate
DLV387,16.0,7,Van,Medium,Clear,9,11,50.5,0,0,0,0,Medium,Experienced
DLV388,30.0,17,Van,Medium,Stormy,10,17,126.0,1,1,1,0,Long,Experienced
DLV389,25.0,20,Van,High,Foggy,7,13,111.5,1,1,0,0,Long,Experienced
DLV390,3.0,9,Truck,High,Stormy,7,10,69.5,0,0,0,0,Short,Experienced
DLV391,25.0,17,Bike,Medium,Foggy,10,10,89.0,1,0,0,0,Long,Experienced
DLV392,29.0,20,Van,Low,Rainy,5,15,99.5,1,1,0,0,Long,Intermediate
DLV393,18.0,8,Bike,Low,Stormy,3,6,79.5,1,0,0,0,Medium,Intermediate
DLV394,14.0,17,Bike,Low,Rainy,7,15,57.5,0,0,0,0,Medium,Experienced
DLV395,18.0,7,Truck,Low,Clear,7,10,43.5,0,0,0,0,Medium,Experienced
DLV396,2.0,1,Bike,Low,Foggy,9,17,38.5,0,0,1,0,Short,Experienced
DLV397,22.0,13,Bike,High,Stormy,0,12,120.0,1,1,0,0,Long,Beginner
DLV398,3.0,19,Truck,Medium,Rainy,3,14,58.5,0,0,0,0,Short,Intermediate
DLV399,16.0,19,Van,High,Foggy,3,17,117.5,1,1,1,0,Medium,Intermediate
DLV400,29.0,17,Bike,Low,Foggy,6,6,92.0,1,1,0,0,Long,Experienced
DLV401,9.0,13,Truck,Low,Clear,10,16,44.0,0,0,1,0,Medium,Experienced
DLV402,4.0,16,Bike,Low,Clear,6,20,29.0,0,0,0,0,Short,Experienced
DLV403,1.0,8,Bike,Low,Foggy,10,7,37.0,0,0,1,0,Short,Experienced
DLV404,4.0,19,Van,Medium,Foggy,7,12,59.5,0,0,0,0,Short,Experienced
DLV405,1.0,18,Bike,Low,Stormy,10,17,59.0,0,0,1,0,Short,Experienced
DLV406,14.0,1,Truck,Medium,Foggy,4,8,74.0,1,0,1,0,Medium,Intermediate
DLV407,21.0,14,Bike,Low,Stormy,6,12,92.0,1,1,0,0,Long,Experienced
DLV408,16.0,19,Van,Medium,Foggy,7,16,92.5,1,1,1,0,Medium,Experienced
DLV409,20.0,15,Van,High,Clear,8,17,101.0,1,1,1,0,Medium,Experienced
DLV410,24.0,18,Truck,Low,Stormy,2,11,104.0,1,1,0,0,Long,Intermediate
DLV411,8.0,2,Van,Medium,Rainy,2,10,46.0,0,0,0,0,Medium,Intermediate
DLV412,7.0,17,Bike,High,Clear,3,6,69.5,0,0,0,0,Medium,Intermediate
DLV413,3.0,18,Van,Low,Stormy,4,17,71.0,1,0,1,0,Short,Intermediate
DLV414,17.0,6,Truck,Low,Stormy,9,16,84.5,1,0,1,0,Medium,Experienced
DLV415,1.0,19,Van,Low,Rainy,0,9,42.0,0,0,1,0,Short,Beginner
DLV416,16.0,4,Van,Medium,Stormy,6,9,81.0,1,0,1,0,Medium,Experienced
DLV417,12.0,1,Van,Medium,Foggy,8,22,51.0,0,0,0,0,Medium,Experienced
DLV418,27.0,8,Truck,High,Rainy,7,7,115.5,1,1,1,0,Long,Experienced
DLV419,19.0,7,Van,Medium,Clear,4,7,75.0,1,0,1,0,Medium,Intermediate
DLV420,22.0,3,Van,Medium,Clear,3,17,86.5,1,0,1,0,Long,Intermediate
DLV421,23.0,10,Bike,Low,Foggy,6,11,72.0,1,0,0,0,Long,Experienced
DLV422,22.0,10,Truck,Low,Clear,4,15,64.0,0,0,0,0,Long,Intermediate
DLV423,14.0,19,Van,Low,Stormy,6,21,82.0,1,0,0,0,Medium,Experienced
DLV424,30.0,14,Truck,Low,Stormy,0,19,109.0,1,1,0,0,Long,Beginner
DLV425,6.0,2,Van,Low,Foggy,0,12,49.0,0,0,0,0,Medium,Beginner
DLV426,6.0,1,Van,Low,Clear,9,22,19.5,0,0,0,0,Medium,Experienced
DLV427,13.0,18,Van,Low,Clear,2,14,58.0,0,0,0,0,Medium,Intermediate
DLV428,19.0,7,Bike,High,Foggy,10,18,97.0,1,1,1,0,Medium,Experienced
DLV429,22.0,8,Bike,High,Rainy,1,10,104.5,1,1,0,0,Long,Beginner
DLV430,8.0,1,Bike,High,Clear,1,10,55.5,0,0,0,0,Medium,Beginner
DLV431,27.0,3,Truck,High,Rainy,6,15,99.0,1,1,0,0,Long,Experienced
DLV432,27.0,8,Truck,Low,Clear,9,15,67.5,0,0,0,0,Long,Experienced
DLV433,2.0,15,Bike,High,Clear,1,12,52.5,0,0,0,0,Short,Beginner
DLV434,21.0,5,Truck,Low,Clear,10,20,47.0,0,0,0,0,Long,Experienced
DLV435,30.0,3,Van,High,Clear,3,12,99.5,1,1,0,0,Long,Intermediate
DLV436,1.0,19,Van,Medium,Stormy,1,20,69.5,0,0,0,0,Short,Beginner
DLV437,28.0,1,Van,High,Rainy,5,8,112.5,1,1,1,0,Long,Intermediate
DLV438,15.0,15,Bike,High,Rainy,7,15,79.5,1,0,0,0,Medium,Experienced
DLV439,1.0,8,Truck,Low,Clear,9,20,16.5,0,0,0,0,Short,Experienced
DLV440,5.0,2,Bike,High,Clear,3,8,65.5,0,0,1,0,Short,Intermediate
DLV441,28.0,3,Truck,Medium,Rainy,4,11,86.0,1,0,0,0,Long,Intermediate
DLV442,29.0,14,Van,Low,Stormy,3,17,123.5,1,1,1,0,Long,Intermediate
DLV443,16.0,14,Bike,Low,Foggy,2,20,74.0,1,0,0,0,Medium,Intermediate
DLV444,19.0,11,Truck,High,Foggy,4,11,94.0,1,1,0,0,Medium,Intermediate
DLV445,4.0,16,Truck,Low,Rainy,8,18,47.0,0,0,1,0,Short,Experienced
DLV446,3.0,4,Van,Low,Clear,7,8,31.5,0,0,1,0,Short,Experienced
DLV447,17.0,20,Bike,Low,Clear,7,13,60.5,0,0,0,0,Medium,Experienced
DLV448,17.0,5,Bike,Low,Stormy,7,13,69.5,0,0,0,0,Medium,Experienced
DLV449,12.0,14,Bike,Low,Foggy,7,20,59.5,0,0,0,0,Medium,Experienced
DLV450,28.0,16,Van,Low,Stormy,6,9,100.0,1,1,1,0,Long,Experienced
DLV451,30.0,18,Bike,Medium,Foggy,7,8,127.5,1,1,1,0,Long,Experienced
DLV452,29.0,7,Van,High,Rainy,10,18,111.0,1,1,1,0,Long,Experienced
DLV453,14.0,10,Van,Medium,Foggy,7,13,68.5,0,0,0,0,Medium,Experienced
DLV454,21.0,7,Van,Low,Stormy,7,21,80.5,1,0,0,0,Long,Experienced
DLV455,6.0,1,Truck,Low,Stormy,9,18,49.5,0,0,1,0,Medium,Experienced
DLV456,3.0,19,Bike,High,Stormy,6,8,100.0,1,1,1,0,Short,Experienced
DLV457,28.0,16,Bike,Medium,Rainy,0,21,110.0,1,1,0,0,Long,Beginner
DLV458,9.0,19,Van,High,Foggy,3,14,92.5,1,1,0,0,Medium,Intermediate
DLV459,5.0,4,Van,Medium,Foggy,3,19,47.5,0,0,0,0,Short,Intermediate
DLV460,24.0,18,Bike,Low,Stormy,4,18,113.0,1,1,1,0,Long,Intermediate
DLV461,29.0,2,Van,High,Foggy,9,12,98.5,1,1,0,0,Long,Experienced
DLV462,17.0,1,Bike,High,Clear,5,20,67.5,0,0,0,0,Medium,Intermediate
DLV463,14.0,15,Truck,Low,Clear,3,12,48.5,0,0,0,0,Medium,Intermediate
DLV464,21.0,5,Van,High,Clear,1,11,85.5,1,0,0,0,Long,Beginner
DLV465,3.0,20,Bike,Medium,Foggy,5,7,69.5,0,0,1,0,Short,Intermediate
DLV466,28.0,11,Van,Medium,Rainy,7,14,94.5,1,1,0,0,Long,Experienced
DLV467,1.0,10,Bike,Medium,Rainy,7,22,32.5,0,0,0,0,Short,Experienced
DLV468,20.0,2,Bike,Medium,Rainy,6,10,69.0,0,0,0,0,Medium,Experienced
DLV469,29.0,3,Van,Low,Rainy,5,17,88.5,1,0,1,0,Long,Intermediate
DLV470,21.0,12,Truck,High,Clear,1,6,93.5,1,1,0,0,Long,Beginner
DLV471,23.0,20,Bike,Medium,Clear,6,15,81.0,1,0,0,0,Long,Experienced
DLV472,1.0,5,Bike,Low,Stormy,10,16,49.0,0,0,1,0,Short,Experienced
DLV473,3.0,5,Bike,High,Foggy,4,21,58.0,0,0,0,0,Short,Intermediate
DLV474,18.0,6,Truck,High,Foggy,5,19,93.5,1,1,0,0,Medium,Intermediate
DLV475,25.0,9,Truck,Low,Rainy,9,13,71.5,1,0,0,0,Long,Experienced
DLV476,10.0,2,Van,Low,Clear,7,22,26.5,0,0,0,0,Medium,Experienced
DLV477,22.0,12,Truck,Medium,Rainy,7,17,94.5,1,1,1,0,Long,Experienced
DLV478,26.0,3,Van,High,Stormy,2,22,115.0,1,1,0,0,Long,Intermediate
DLV479,3.0,20,Van,High,Foggy,6,19,73.0,1,0,0,0,Short,Experienced
DLV480,8.0,12,Truck,Low,Foggy,0,21,57.0,0,0,0,0,Medium,Beginner
DLV481,14.0,17,Van,High,Rainy,0,19,94.0,1,1,0,0,Medium,Beginner
DLV482,24.0,10,Truck,Medium,Stormy,6,14,94.0,1,1,0,0,Long,Experienced
DLV483,18.0,14,Van,High,Foggy,9,9,87.5,1,0,1,0,Medium,Experienced
DLV484,15.0,17,Truck,Low,Stormy,8,16,89.0,1,0,1,0,Medium,Experienced
DLV485,22.0,18,Truck,Low,Stormy,6,11,90.0,1,0,0,0,Long,Experienced
DLV486,23.0,19,Van,Medium,Rainy,9,20,82.5,1,0,0,0,Long,Experienced
DLV487,2.0,17,Bike,Medium,Clear,4,10,38.0,0,0,0,0,Short,Intermediate
DLV488,27.0,14,Van,High,Rainy,7,16,120.5,1,1,1,0,Long,Experienced
DLV489,10.0,9,Truck,High,Clear,1,18,80.5,1,0,1,0,Medium,Beginner
DLV490,2.0,8,Bike,Low,Stormy,8,16,53.0,0,0,1,0,Short,Experienced
DLV491,26.0,2,Van,Medium,Clear,5,19,68.5,0,0,0,0,Long,Intermediate
DLV492,17.0,13,Van,Medium,Stormy,8,20,86.0,1,0,0,0,Medium,Experienced
DLV493,8.0,7,Van,Medium,Foggy,1,14,64.5,0,0,0,0,Medium,Beginner
DLV494,1.0,9,Bike,High,Foggy,2,13,62.0,0,0,0,0,Short,Intermediate
DLV495,9.0,11,Truck,Medium,Foggy,7,6,56.5,0,0,0,0,Medium,Experienced
DLV496,11.0,14,Van,Low,Rainy,0,9,66.0,0,0,1,0,Medium,Beginner
DLV497,22.0,4,Van,Low,Rainy,9,19,55.5,0,0,0,0,Long,Experienced
DLV498,16.0,13,Van,High,Stormy,6,7,112.0,1,1,1,0,Medium,Experienced
DLV499,7.0,2,Van,High,Foggy,6,21,61.0,0,0,0,0,Medium,Experienced
DLV500,29.0,5,Van,Medium,Rainy,0,8,114.0,1,1,1,0,Long,Beginner
DLV501,10.0,11,Truck,High,Foggy,8,13,78.0,1,0,0,0,Medium,Experienced
DLV502,23.0,6,Truck,Low,Rainy,7,11,70.5,1,0,0,0,Long,Experienced
DLV503,26.0,18,Van,Medium,Clear,3,21,93.5,1,1,0,0,Long,Intermediate
DLV504,3.0,10,Bike,Low,Clear,9,21,18.5,0,0,0,0,Short,Experienced
DLV505,18.0,4,Truck,Medium,Foggy,10,12,64.0,0,0,0,0,Medium,Experienced
DLV506,25.0,9,Bike,High,Stormy,4,18,137.0,1,1,1,0,Long,Intermediate
DLV507,24.0,6,Truck,Medium,Rainy,1,18,106.5,1,1,1,0,Long,Beginner
DLV508,13.0,2,Van,Medium,Rainy,8,10,55.0,0,0,0,0,Medium,Experienced
DLV509,28.0,17,Truck,Low,Clear,5,20,80.5,1,0,0,0,Long,Intermediate
DLV510,26.0,5,Van,Low,Clear,2,7,89.0,1,0,1,0,Long,Intermediate
DLV511,7.0,6,Truck,Medium,Stormy,6,15,58.0,0,0,0,0,Medium,Experienced
DLV512,25.0,12,Van,High,Stormy,8,18,129.0,1,1,1,0,Long,Experienced
DLV513,4.0,10,Van,High,Stormy,2,20,82.0,1,0,0,0,Short,Intermediate
DLV514,13.0,6,Van,Low,Foggy,1,17,70.5,1,0,1,0,Medium,Beginner
DLV515,20.0,8,Van,High,Clear,6,20,74.0,1,0,0,0,Medium,Experienced
DLV516,1.0,2,Bike,Low,Foggy,6,18,41.0,0,0,1,0,Short,Experienced
DLV517,8.0,12,Van,High,Clear,3,20,62.5,0,0,0,0,Medium,Intermediate
DLV518,14.0,13,Bike,Medium,Clear,10,16,65.0,0,0,1,0,Medium,Experienced
DLV519,16.0,7,Bike,Low,Rainy,8,8,62.0,0,0,1,0,Medium,Experienced
DLV520,14.0,10,Van,Low,Clear,7,12,45.5,0,0,0,0,Medium,Experienced
DLV521,12.0,13,Bike,Medium,Clear,0,19,57.0,0,0,0,0,Medium,Beginner
DLV522,19.0,17,Truck,Low,Foggy,0,19,84.0,1,0,0,0,Medium,Beginner
DLV523,23.0,14,Van,High,Clear,4,18,113.0,1,1,1,0,Long,Intermediate
DLV524,15.0,2,Bike,High,Foggy,5,17,97.5,1,1,1,0,Medium,Intermediate
DLV525,28.0,11,Van,Low,Stormy,2,14,102.0,1,1,0,0,Long,Intermediate
DLV526,2.0,1,Van,High,Clear,8,6,35.0,0,0,0,0,Short,Experienced
DLV527,2.0,19,Van,Low,Clear,9,16,39.5,0,0,1,0,Short,Experienced
DLV528,23.0,4,Bike,Medium,Foggy,5,17,102.5,1,1,1,0,Long,Intermediate
DLV529,22.0,19,Truck,Low,Stormy,3,6,95.5,1,1,0,0,Long,Intermediate
DLV530,19.0,11,Truck,Medium,Rainy,6,22,73.0,1,0,0,0,Medium,Experienced
DLV531,25.0,8,Bike,High,Stormy,7,10,108.5,1,1,0,0,Long,Experienced
DLV532,26.0,11,Van,Medium,Foggy,8,8,101.0,1,1,1,0,Long,Experienced
DLV533,30.0,4,Bike,High,Stormy,10,7,131.0,1,1,1,0,Long,Experienced
DLV534,29.0,17,Bike,Low,Foggy,5,8,107.5,1,1,1,0,Long,Intermediate
DLV535,22.0,7,Bike,High,Foggy,5,13,103.5,1,1,0,0,Long,Intermediate
DLV536,26.0,8,Van,Low,Rainy,7,21,69.5,0,0,0,0,Long,Experienced
DLV537,26.0,3,Bike,Low,Clear,4,11,62.0,0,0,0,0,Long,Intermediate
DLV538,22.0,2,Van,Medium,Foggy,2,18,102.0,1,1,1,0,Long,Intermediate
DLV539,17.0,15,Bike,Medium,Foggy,2,21,90.0,1,0,0,0,Medium,Intermediate
DLV540,20.0,5,Truck,Medium,Rainy,5,21,72.5,1,0,0,0,Medium,Intermediate
DLV541,10.0,1,Bike,Medium,Foggy,1,8,77.5,1,0,1,0,Medium,Beginner
DLV542,6.0,4,Bike,High,Clear,5,18,58.5,0,0,1,0,Medium,Intermediate
DLV543,15.0,15,Truck,High,Rainy,5,19,88.5,1,0,0,0,Medium,Intermediate
DLV544,22.0,20,Van,High,Clear,7,13,97.5,1,1,0,0,Long,Experienced
DLV545,11.0,19,Van,Low,Clear,6,17,67.0,0,0,1,0,Medium,Experienced
DLV546,28.0,3,Bike,High,Rainy,7,13,97.5,1,1,0,0,Long,Experienced
DLV547,5.0,20,Truck,High,Foggy,8,14,75.0,1,0,0,0,Short,Experienced
DLV548,1.0,11,Van,High,Clear,5,6,46.5,0,0,0,0,Short,Intermediate
DLV549,8.0,17,Bike,Medium,Clear,2,11,53.0,0,0,0,0,Medium,Intermediate
DLV550,21.0,13,Truck,High,Clear,9,16,94.5,1,1,1,0,Long,Experienced
DLV551,28.0,11,Van,Low,Clear,2,16,94.0,1,1,1,0,Long,Intermediate
DLV552,12.0,2,Van,Medium,Rainy,10,18,61.0,0,0,1,0,Medium,Experienced
DLV553,12.0,9,Truck,Low,Rainy,0,16,76.0,1,0,1,0,Medium,Beginner
DLV554,5.0,2,Truck,High,Stormy,10,20,61.0,0,0,0,0,Short,Experienced
DLV555,7.0,9,Truck,Medium,Stormy,4,6,69.0,0,0,0,0,Medium,Intermediate
DLV556,4.0,9,Truck,Low,Clear,3,12,26.5,0,0,0,0,Short,Intermediate
DLV557,6.0,8,Bike,High,Foggy,8,18,74.0,1,0,1,0,Medium,Experienced
DLV558,13.0,17,Truck,Low,Clear,8,17,61.0,0,0,1,0,Medium,Experienced
DLV559,20.0,1,Van,Low,Foggy,4,20,68.0,0,0,0,0,Medium,Intermediate
DLV560,30.0,11,Van,Low,Clear,9,13,69.5,0,0,0,0,Long,Experienced
DLV561,15.0,8,Bike,High,Stormy,3,15,93.5,1,1,0,0,Medium,Intermediate
DLV562,3.0,10,Van,High,Stormy,6,12,67.0,0,0,0,0,Short,Experienced
DLV563,23.0,7,Van,Low,Foggy,5,21,72.5,1,0,0,0,Long,Intermediate
DLV564,8.0,3,Truck,Medium,Clear,3,11,43.5,0,0,0,0,Medium,Intermediate
DLV565,20.0,3,Van,Medium,Foggy,9,14,68.5,0,0,0,0,Medium,Experienced
DLV566,16.0,18,Bike,High,Stormy,1,18,125.5,1,1,1,0,Medium,Beginner
DLV567,13.0,5,Truck,High,Clear,0,13,74.0,1,0,0,0,Medium,Beginner
DLV568,18.0,12,Truck,High,Clear,3,21,85.5,1,0,0,0,Medium,Intermediate
DLV569,28.0,12,Bike,High,Foggy,3,18,130.5,1,1,1,0,Long,Intermediate
DLV570,10.0,19,Truck,High,Rainy,0,18,107.0,1,1,1,0,Medium,Beginner
DLV571,30.0,6,Truck,Medium,Foggy,5,22,98.5,1,1,0,0,Long,Intermediate
DLV572,19.0,2,Bike,High,Stormy,3,10,101.5,1,1,0,0,Medium,Intermediate
DLV573,17.0,12,Truck,Low,Stormy,0,22,84.0,1,0,0,0,Medium,Beginner
DLV574,24.0,19,Bike,Low,Stormy,0,14,105.0,1,1,0,0,Long,Beginner
DLV575,19.0,5,Bike,Medium,Stormy,0,7,104.0,1,1,1,0,Medium,Beginner
DLV576,28.0,12,Van,Low,Stormy,7,14,96.5,1,1,0,0,Long,Experienced
DLV577,26.0,17,Van,Medium,Rainy,9,11,92.5,1,1,0,0,Long,Experienced
DLV578,23.0,17,Truck,Medium,Clear,7,16,93.5,1,1,1,0,Long,Experienced
DLV579,26.0,10,Truck,Low,Foggy,1,11,91.5,1,1,0,0,Long,Beginner
DLV580,5.0,17,Bike,High,Foggy,10,11,67.0,0,0,0,0,Short,Experienced
DLV581,26.0,15,Truck,Low,Stormy,6,18,110.0,1,1,1,0,Long,Experienced
DLV582,21.0,12,Bike,Low,Foggy,7,16,87.5,1,0,1,0,Long,Experienced
DLV583,30.0,16,Bike,Medium,Stormy,7,19,110.5,1,1,0,0,Long,Experienced
DLV584,23.0,19,Truck,Low,Rainy,10,7,91.0,1,1,1,0,Long,Experienced
DLV585,9.0,8,Bike,Medium,Rainy,9,13,50.5,0,0,0,0,Medium,Experienced
DLV586,12.0,17,Van,High,Clear,10,8,76.0,1,0,1,0,Medium,Experienced
DLV587,21.0,5,Truck,High,Rainy,6,8,99.0,1,1,1,0,Long,Experienced
